,pokedex_number,name,german_name,japanese_name,is_generation_1,is_generation_2,is_generation_3,is_generation_4,is_generation_5,is_generation_6,is_generation_7,is_generation_8,status,species,types,height,weight,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_types,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
764,652,Chesnaught,Brigaron,ブリガロン (Brigarron),False,False,False,False,False,True,False,False,Normal,Spiny Armor Pokémon,"Grass, Fighting",5'03'',198.42 lbs,2,Overgrow,,Bulletproof,530,88,107,122,74,75,64,45.0,70.0,239.0,Medium Slow,Field,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0
765,653,Fennekin,Fynx,フォッコ (Fokko),False,False,False,False,False,True,False,False,Normal,Fox Pokémon,Fire,1'04'',20.72 lbs,2,Blaze,,Magician,307,40,45,40,62,60,60,45.0,70.0,61.0,Medium Slow,Field,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
766,654,Braixen,Rutena,テールナー (Tairenar),False,False,False,False,False,True,False,False,Normal,Fox Pokémon,Fire,3'03'',31.97 lbs,2,Blaze,,Magician,409,59,59,58,90,70,73,45.0,70.0,143.0,Medium Slow,Field,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
767,655,Delphox,Fennexis,マフォクシー (Mahoxy),False,False,False,False,False,True,False,False,Normal,Fox Pokémon,"Fire, Psychic",4'11'',85.98 lbs,2,Blaze,,Magician,534,75,69,72,114,100,104,45.0,70.0,240.0,Medium Slow,Field,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5
768,656,Froakie,Froxy,ケロマツ (Keromatsu),False,False,False,False,False,True,False,False,Normal,Bubble Frog Pokémon,Water,1'00'',15.43 lbs,2,Torrent,,Protean,314,41,56,40,62,44,71,45.0,70.0,63.0,Medium Slow,Water 1,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
769,657,Frogadier,Amphizel,ゲコガシラ (Gekogashira),False,False,False,False,False,True,False,False,Normal,Bubble Frog Pokémon,Water,2'00'',24.03 lbs,2,Torrent,,Protean,405,54,63,52,83,56,97,45.0,70.0,142.0,Medium Slow,Water 1,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
770,658,Greninja,Quajutsu,ゲッコウガ (Gekkouga),False,False,False,False,False,True,False,False,Normal,Ninja Pokémon,"Water, Dark",4'11'',88.18 lbs,2,Torrent,,Protean,530,72,95,67,103,71,122,45.0,70.0,239.0,Medium Slow,Water 1,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
771,658,Ash-Greninja,Quajutsu,ゲッコウガ (Gekkouga),False,False,False,False,False,True,False,False,Normal,Ninja Pokémon,"Water, Dark",4'11'',88.18 lbs,1,Battle Bond,,,640,72,145,67,153,71,132,45.0,70.0,288.0,Medium Slow,Undiscovered,100.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
772,659,Bunnelby,Scoppel,ホルビー (Horubee),False,False,False,False,False,True,False,False,Normal,Digging Pokémon,Normal,1'04'',11.02 lbs,3,Pickup,Cheek Pouch,Huge Power,237,38,36,38,32,36,57,255.0,70.0,47.0,Medium Fast,Field,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
773,660,Diggersby,Grebbit,ホルード (Horudo),False,False,False,False,False,True,False,False,Normal,Digging Pokémon,"Normal, Ground",3'03'',93.48 lbs,3,Pickup,Cheek Pouch,Huge Power,423,85,56,77,50,77,78,127.0,70.0,148.0,Medium Fast,Field,50.0,15.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0
774,661,Fletchling,Dartiri,ヤヤコマ (Yayakoma),False,False,False,False,False,True,False,False,Normal,Tiny Robin Pokémon,"Normal, Flying",1'00'',3.75 lbs,2,Big Pecks,,Gale Wings,278,45,50,43,40,38,62,255.0,70.0,56.0,Medium Slow,Flying,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
775,662,Fletchinder,Dartignis,ヒノヤコマ (Hinoyakoma),False,False,False,False,False,True,False,False,Normal,Ember Pokémon,"Fire, Flying",2'04'',35.27 lbs,2,Flame Body,,Gale Wings,382,62,73,55,56,52,84,120.0,70.0,134.0,Medium Slow,Flying,50.0,15.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
776,663,Talonflame,Fiaro,ファイアロー (Fiarrow),False,False,False,False,False,True,False,False,Normal,Scorching Pokémon,"Fire, Flying",3'11'',54.01 lbs,2,Flame Body,,Gale Wings,499,78,81,71,74,69,126,45.0,70.0,175.0,Medium Slow,Flying,50.0,15.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
777,664,Scatterbug,Purmel,コフキムシ (Kofukimushi),False,False,False,False,False,True,False,False,Normal,Scatterdust Pokémon,Bug,1'00'',5.51 lbs,3,Shield Dust,Compound Eyes,Friend Guard,200,38,35,40,27,25,35,255.0,70.0,40.0,Medium Fast,Bug,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
778,665,Spewpa,Puponcho,コフーライ (Kofuurai),False,False,False,False,False,True,False,False,Normal,Scatterdust Pokémon,Bug,1'00'',18.52 lbs,2,Shed Skin,,Friend Guard,213,45,22,60,27,30,29,120.0,70.0,75.0,Medium Fast,Bug,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
779,666,Vivillon,Vivillon,ビビヨン (Viviyon),False,False,False,False,False,True,False,False,Normal,Scale Pokémon,"Bug, Flying",3'11'',37.48 lbs,3,Shield Dust,Compound Eyes,Friend Guard,411,80,52,50,90,50,89,45.0,70.0,185.0,Medium Fast,Bug,50.0,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
780,667,Litleo,Leufeo,シシコ (Shishiko),False,False,False,False,False,True,False,False,Normal,Lion Cub Pokémon,"Fire, Normal",2'00'',29.76 lbs,3,Rivalry,Unnerve,Moxie,369,62,50,58,73,54,72,220.0,70.0,74.0,Medium Slow,Field,25.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,0.5,0.5
781,668,Pyroar,Pyroleo,カエンジシ (Kaenjishi),False,False,False,False,False,True,False,False,Normal,Royal Pokémon,"Fire, Normal",4'11'',179.68 lbs,3,Rivalry,Unnerve,Moxie,507,86,68,72,109,66,106,65.0,70.0,177.0,Medium Slow,Field,25.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,0.5,0.5
782,669,Flabébé,Flabébé,フラベベ (Flabebe),False,False,False,False,False,True,False,False,Normal,Single Bloom Pokémon,Fairy,0'04'',0.22 lbs,2,Flower Veil,,Symbiosis,303,44,38,39,61,79,42,225.0,70.0,61.0,Medium Fast,Fairy,0.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
783,670,Floette,Floette,フラエッテ (Floette),False,False,False,False,False,True,False,False,Normal,Single Bloom Pokémon,Fairy,0'08'',1.98 lbs,2,Flower Veil,,Symbiosis,371,54,45,47,75,98,52,120.0,70.0,130.0,Medium Fast,Fairy,0.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
784,671,Florges,Florges,フラージェス (Florges),False,False,False,False,False,True,False,False,Normal,Garden Pokémon,Fairy,3'07'',22.05 lbs,2,Flower Veil,,Symbiosis,552,78,65,68,112,154,75,45.0,70.0,248.0,Medium Fast,Fairy,0.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
785,672,Skiddo,Mähikel,メェークル (Meecle),False,False,False,False,False,True,False,False,Normal,Mount Pokémon,Grass,2'11'',68.34 lbs,2,Sap Sipper,,Grass Pelt,350,66,65,48,62,57,52,200.0,70.0,70.0,Medium Fast,Field,50.0,20.0,1.0,2.0,0.5,0.5,0.0,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
786,673,Gogoat,Chevrumm,ゴーゴート (Gogoat),False,False,False,False,False,True,False,False,Normal,Mount Pokémon,Grass,5'07'',200.62 lbs,2,Sap Sipper,,Grass Pelt,531,123,100,62,97,81,68,45.0,70.0,186.0,Medium Fast,Field,50.0,20.0,1.0,2.0,0.5,0.5,0.0,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
787,674,Pancham,Pam-Pam,ヤンチャム (Yancham),False,False,False,False,False,True,False,False,Normal,Playful Pokémon,Fighting,2'00'',17.64 lbs,3,Iron Fist,Mold Breaker,Scrappy,348,67,82,62,46,48,43,220.0,70.0,70.0,Medium Fast,"Field, Human-Like",50.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
788,675,Pangoro,Pandagro,ゴロンダ (Goronda),False,False,False,False,False,True,False,False,Normal,Daunting Pokémon,"Fighting, Dark",6'11'',299.83 lbs,3,Iron Fist,Mold Breaker,Scrappy,495,95,124,78,69,71,58,65.0,70.0,173.0,Medium Fast,"Field, Human-Like",50.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
789,676,Furfrou,Coiffwaff,トリミアン (Trimmien),False,False,False,False,False,True,False,False,Normal,Poodle Pokémon,Normal,3'11'',61.73 lbs,1,Fur Coat,,,472,75,80,60,65,90,102,160.0,70.0,165.0,Medium Fast,Field,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
790,677,Espurr,Psiau,ニャスパー (Nyasper),False,False,False,False,False,True,False,False,Normal,Restraint Pokémon,Psychic,1'00'',7.72 lbs,3,Keen Eye,Infiltrator,Own Tempo,355,62,48,54,63,60,68,190.0,70.0,71.0,Medium Fast,Field,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
791,678,Meowstic Male,Psiaugon,ニャオニクス (Nyaonix),False,False,False,False,False,True,False,False,Normal,Constraint Pokémon,Psychic,2'00'',18.74 lbs,3,Keen Eye,Infiltrator,Prankster,466,74,48,76,83,81,104,75.0,70.0,163.0,Medium Fast,Field,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
792,678,Meowstic Female,Psiaugon,ニャオニクス (Nyaonix),False,False,False,False,False,True,False,False,Normal,Constraint Pokémon,Psychic,2'00'',18.74 lbs,3,Keen Eye,Infiltrator,Competitive,466,74,48,76,83,81,104,75.0,70.0,163.0,Medium Fast,Field,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
793,679,Honedge,Gramokles,ヒトツキ (Hitotsuki),False,False,False,False,False,True,False,False,Normal,Sword Pokémon,"Steel, Ghost",2'07'',4.41 lbs,1,No Guard,,,325,45,80,100,35,37,28,180.0,70.0,65.0,Medium Fast,Mineral,50.0,20.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
794,680,Doublade,Duokles,ニダンギル (Nidangill),False,False,False,False,False,True,False,False,Normal,Sword Pokémon,"Steel, Ghost",2'07'',9.92 lbs,1,No Guard,,,448,59,110,150,45,49,35,90.0,70.0,157.0,Medium Fast,Mineral,50.0,20.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
795,681,Aegislash Blade Forme,Durengard,ギルガルド (Gillgard),False,False,False,False,False,True,False,False,Normal,Royal Sword Pokémon,"Steel, Ghost",5'07'',116.84 lbs,1,Stance Change,,,520,60,150,50,150,50,60,45.0,70.0,234.0,Medium Fast,Mineral,50.0,20.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
796,681,Aegislash Shield Forme,Durengard,ギルガルド (Gillgard),False,False,False,False,False,True,False,False,Normal,Royal Sword Pokémon,"Steel, Ghost",5'07'',116.84 lbs,1,Stance Change,,,520,60,50,150,50,150,60,45.0,70.0,234.0,Medium Fast,Mineral,50.0,20.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
797,682,Spritzee,Parfi,シュシュプ (Shushupu),False,False,False,False,False,True,False,False,Normal,Perfume Pokémon,Fairy,0'08'',1.1 lbs,2,Healer,,Aroma Veil,341,78,52,60,63,65,23,200.0,70.0,68.0,Medium Fast,Fairy,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
798,683,Aromatisse,Parfinesse,フレフワン (Frefuwan),False,False,False,False,False,True,False,False,Normal,Fragrance Pokémon,Fairy,2'07'',34.17 lbs,2,Healer,,Aroma Veil,462,101,72,72,99,89,29,140.0,70.0,162.0,Medium Fast,Fairy,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
799,684,Swirlix,Flauschling,ペロッパフ (Peroppafu),False,False,False,False,False,True,False,False,Normal,Cotton Candy Pokémon,Fairy,1'04'',7.72 lbs,2,Sweet Veil,,Unburden,341,62,48,66,59,57,49,200.0,70.0,68.0,Medium Fast,Fairy,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
800,685,Slurpuff,Sabbaione,ペロリーム (Peroream),False,False,False,False,False,True,False,False,Normal,Meringue Pokémon,Fairy,2'07'',11.02 lbs,2,Sweet Veil,,Unburden,480,82,80,86,85,75,72,140.0,70.0,168.0,Medium Fast,Fairy,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
801,686,Inkay,Iscalar,マーイーカ (Maaiika),False,False,False,False,False,True,False,False,Normal,Revolving Pokémon,"Dark, Psychic",1'04'',7.72 lbs,3,Contrary,Suction Cups,Infiltrator,288,53,54,53,37,46,45,190.0,70.0,58.0,Medium Fast,"Water 1, Water 2",50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0
802,687,Malamar,Calamanero,カラマネロ (Calamanero),False,False,False,False,False,True,False,False,Normal,Overturning Pokémon,"Dark, Psychic",4'11'',103.62 lbs,3,Contrary,Suction Cups,Infiltrator,482,86,92,88,68,75,73,80.0,70.0,169.0,Medium Fast,"Water 1, Water 2",50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0
803,688,Binacle,Bithora,カメテテ (Kametete),False,False,False,False,False,True,False,False,Normal,Two-Handed Pokémon,"Rock, Water",1'08'',68.34 lbs,3,Sniper,Tough Claws,Pickpocket,306,42,52,67,39,56,50,120.0,70.0,61.0,Medium Fast,Water 3,50.0,20.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
804,689,Barbaracle,Thanathora,ガメノデス (Gamenodes),False,False,False,False,False,True,False,False,Normal,Collective Pokémon,"Rock, Water",4'03'',211.64 lbs,3,Sniper,Tough Claws,Pickpocket,500,72,105,115,54,86,68,45.0,70.0,175.0,Medium Fast,Water 3,50.0,20.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
805,690,Skrelp,Algitt,クズモー (Kuzumo),False,False,False,False,False,True,False,False,Normal,Mock Kelp Pokémon,"Poison, Water",1'08'',16.09 lbs,3,Poison Point,Poison Touch,Adaptability,320,50,60,60,60,60,30,225.0,70.0,64.0,Medium Fast,"Dragon, Water 1",50.0,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
806,691,Dragalge,Tandrak,ドラミドロ (Dramidoro),False,False,False,False,False,True,False,False,Normal,Mock Kelp Pokémon,"Poison, Dragon",5'11'',179.68 lbs,3,Poison Point,Poison Touch,Adaptability,494,65,75,90,97,123,44,55.0,70.0,173.0,Medium Fast,"Dragon, Water 1",50.0,20.0,1.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0
807,692,Clauncher,Scampisto,ウデッポウ (Udeppou),False,False,False,False,False,True,False,False,Normal,Water Gun Pokémon,Water,1'08'',18.3 lbs,1,Mega Launcher,,,330,50,53,62,58,63,44,225.0,70.0,66.0,Slow,"Water 1, Water 3",50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
808,693,Clawitzer,Wummer,ブロスター (Bloster),False,False,False,False,False,True,False,False,Normal,Howitzer Pokémon,Water,4'03'',77.82 lbs,1,Mega Launcher,,,500,71,73,88,120,89,59,55.0,70.0,100.0,Slow,"Water 1, Water 3",50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
809,694,Helioptile,Eguana,エリキテル (Erikiteru),False,False,False,False,False,True,False,False,Normal,Generator Pokémon,"Electric, Normal",1'08'',13.23 lbs,3,Dry Skin,Sand Veil,Solar Power,289,44,38,33,61,43,70,190.0,70.0,58.0,Medium Fast,"Dragon, Monster",50.0,20.0,1.0,1.25,0.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
810,695,Heliolisk,Elezard,エレザード (Elezard),False,False,False,False,False,True,False,False,Normal,Generator Pokémon,"Electric, Normal",3'03'',46.3 lbs,3,Dry Skin,Sand Veil,Solar Power,481,62,55,52,109,94,109,75.0,70.0,168.0,Medium Fast,"Dragon, Monster",50.0,20.0,1.0,1.25,0.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
811,696,Tyrunt,Balgoras,チゴラス (Chigoras),False,False,False,False,False,True,False,False,Normal,Royal Heir Pokémon,"Rock, Dragon",2'07'',57.32 lbs,2,Strong Jaw,,Sturdy,362,58,89,77,45,45,48,45.0,70.0,72.0,Medium Fast,"Dragon, Monster",87.5,30.0,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0
812,697,Tyrantrum,Monargoras,ガチゴラス (Gachigoras),False,False,False,False,False,True,False,False,Normal,Despot Pokémon,"Rock, Dragon",8'02'',595.25 lbs,2,Strong Jaw,,Rock Head,521,82,121,119,69,59,71,45.0,70.0,182.0,Medium Fast,"Dragon, Monster",87.5,30.0,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0
813,698,Amaura,Amarino,アマルス (Amarus),False,False,False,False,False,True,False,False,Normal,Tundra Pokémon,"Rock, Ice",4'03'',55.56 lbs,2,Refrigerate,,Snow Warning,362,77,59,50,67,63,46,45.0,70.0,72.0,Medium Fast,Monster,87.5,30.0,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0
814,699,Aurorus,Amagarga,アマルルガ (Amaruruga),False,False,False,False,False,True,False,False,Normal,Tundra Pokémon,"Rock, Ice",8'10'',496.04 lbs,2,Refrigerate,,Snow Warning,521,123,77,72,99,92,58,45.0,70.0,104.0,Medium Fast,Monster,87.5,30.0,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0
815,700,Sylveon,Feelinara,ニンフィア (Nymphia),False,False,False,False,False,True,False,False,Normal,Intertwining Pokémon,Fairy,3'03'',51.81 lbs,2,Cute Charm,,Pixilate,525,95,65,65,110,130,60,45.0,70.0,184.0,Medium Fast,Field,87.5,35.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
816,701,Hawlucha,Resladero,ルチャブル (Luchabull),False,False,False,False,False,True,False,False,Normal,Wrestling Pokémon,"Fighting, Flying",2'07'',47.4 lbs,3,Limber,Unburden,Mold Breaker,500,78,92,75,74,63,118,100.0,70.0,175.0,Medium Fast,"Flying, Human-Like",50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,1.0,2.0
817,702,Dedenne,Dedenne,デデンネ (Dedenne),False,False,False,False,False,True,False,False,Normal,Antenna Pokémon,"Electric, Fairy",0'08'',4.85 lbs,3,Cheek Pouch,Pickup,Plus,431,67,58,57,81,67,101,180.0,70.0,151.0,Medium Fast,"Fairy, Field",50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
818,703,Carbink,Rocara,メレシー (Melecie),False,False,False,False,False,True,False,False,Normal,Jewel Pokémon,"Rock, Fairy",1'00'',12.57 lbs,2,Clear Body,,Sturdy,500,50,50,150,50,150,50,60.0,70.0,100.0,Slow,"Fairy, Mineral",,25.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0
819,704,Goomy,Viscora,ヌメラ (Numera),False,False,False,False,False,True,False,False,Normal,Soft Tissue Pokémon,Dragon,1'00'',6.17 lbs,3,Sap Sipper,Hydration,Gooey,300,45,50,35,55,75,40,45.0,35.0,60.0,Slow,Dragon,50.0,40.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
820,705,Sliggoo,Viscargot,ヌメイル (Numeil),False,False,False,False,False,True,False,False,Normal,Soft Tissue Pokémon,Dragon,2'07'',38.58 lbs,3,Sap Sipper,Hydration,Gooey,452,68,75,53,83,113,60,45.0,35.0,158.0,Slow,Dragon,50.0,40.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
821,706,Goodra,Viscogon,ヌメルゴン (Numelgon),False,False,False,False,False,True,False,False,Normal,Dragon Pokémon,Dragon,6'07'',331.8 lbs,3,Sap Sipper,Hydration,Gooey,600,90,100,70,110,150,80,45.0,35.0,270.0,Slow,Dragon,50.0,40.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
822,707,Klefki,Clavion,クレッフィ (Cleffy),False,False,False,False,False,True,False,False,Normal,Key Ring Pokémon,"Steel, Fairy",0'08'',6.61 lbs,2,Prankster,,Magician,470,57,80,91,80,87,75,75.0,70.0,165.0,Fast,Mineral,50.0,20.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
823,708,Phantump,Paragoni,ボクレー (Bokurei),False,False,False,False,False,True,False,False,Normal,Stump Pokémon,"Ghost, Grass",1'04'',15.43 lbs,3,Natural Cure,Frisk,Harvest,309,43,70,48,50,60,38,120.0,70.0,62.0,Medium Fast,"Amorphous, Grass",50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
824,709,Trevenant,Trombork,オーロット (Ohrot),False,False,False,False,False,True,False,False,Normal,Elder Tree Pokémon,"Ghost, Grass",4'11'',156.53 lbs,3,Natural Cure,Frisk,Harvest,474,85,110,76,65,82,56,60.0,70.0,166.0,Medium Fast,"Amorphous, Grass",50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
825,710,Pumpkaboo Average Size,Irrbis,バケッチャ (Bakeccha),False,False,False,False,False,True,False,False,Normal,Pumpkin Pokémon,"Ghost, Grass",1'04'',11.02 lbs,3,Pickup,Frisk,Insomnia,335,49,66,70,44,55,51,120.0,70.0,67.0,Medium Fast,Amorphous,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
826,710,Pumpkaboo Small Size,Irrbis,バケッチャ (Bakeccha),False,False,False,False,False,True,False,False,Normal,Pumpkin Pokémon,"Ghost, Grass",1'00'',7.72 lbs,3,Pickup,Frisk,Insomnia,335,44,66,70,44,55,56,120.0,70.0,67.0,Medium Fast,Amorphous,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
